Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumBefolkning
A,2010,75 - 79,Kvinne,Akershus,7544
A,2010,75 - 79,Kvinne,Aust-Agder,1604
A,2010,75 - 79,Kvinne,Buskerud,4015
A,2010,75 - 79,Kvinne,Finnmark,1114
A,2010,75 - 79,Kvinne,Hedmark,3655
A,2010,75 - 79,Kvinne,Hordaland,7159
A,2010,75 - 79,Kvinne,Møre og Romsdal,4200
A,2010,75 - 79,Kvinne,Nordland,4102
A,2010,75 - 79,Kvinne,Oppland,3386
A,2010,75 - 79,Kvinne,Oslo,7052
A,2010,75 - 79,Kvinne,Rogaland,5449
A,2010,75 - 79,Kvinne,Sogn og Fjordane,1874
A,2010,75 - 79,Kvinne,Telemark,2850
A,2010,75 - 79,Kvinne,Troms,2302
A,2010,75 - 79,Kvinne,Trøndelag,6476
A,2010,75 - 79,Kvinne,Vest-Agder,2544
A,2010,75 - 79,Kvinne,Vestfold,3901
A,2010,75 - 79,Kvinne,Østfold,4496
A,2010,75 - 79,Mann,Hele landet,59022
A,2010,75 - 79,Mann,Helseregion Midt-Norge,8773
A,2010,75 - 79,Mann,Helseregion Nord-Norge,6242
A,2010,75 - 79,Mann,Helseregion Sør-Øst,32454
A,2010,75 - 79,Mann,Helseregion Vest,11552
A,2010,75 - 79,Mann,Akershus,5956
A,2010,75 - 79,Mann,Aust-Agder,1363
A,2010,75 - 79,Mann,Buskerud,3253
A,2010,75 - 79,Mann,Finnmark,969
A,2010,75 - 79,Mann,Hedmark,2985
A,2010,75 - 79,Mann,Hordaland,5582
A,2010,75 - 79,Mann,Møre og Romsdal,3493
A,2010,75 - 79,Mann,Nordland,3354
A,2010,75 - 79,Mann,Oppland,2918
A,2010,75 - 79,Mann,Oslo,4895
A,2010,75 - 79,Mann,Rogaland,4439
A,2010,75 - 79,Mann,Sogn og Fjordane,1531
A,2010,75 - 79,Mann,Telemark,2258
A,2010,75 - 79,Mann,Troms,1920
A,2010,75 - 79,Mann,Trøndelag,5280
A,2010,75 - 79,Mann,Vest-Agder,2152
A,2010,75 - 79,Mann,Vestfold,3050
A,2010,75 - 79,Mann,Østfold,3626
A,2010,80 - 84,Kvinne,Hele landet,66514
A,2010,80 - 84,Kvinne,Helseregion Midt-Norge,9866
A,2010,80 - 84,Kvinne,Helseregion Nord-Norge,6760
A,2010,80 - 84,Kvinne,Helseregion Sør-Øst,37156
A,2010,80 - 84,Kvinne,Helseregion Vest,12732
A,2010,80 - 84,Kvinne,Akershus,6326
A,2010,80 - 84,Kvinne,Aust-Agder,1403
A,2010,80 - 84,Kvinne,Buskerud,3550
A,2010,80 - 84,Kvinne,Finnmark,933
A,2010,80 - 84,Kvinne,Hedmark,3500
A,2010,80 - 84,Kvinne,Hordaland,6317
A,2010,80 - 84,Kvinne,Møre og Romsdal,4014
A,2010,80 - 84,Kvinne,Nordland,3758
A,2010,80 - 84,Kvinne,Oppland,3222
A,2010,80 - 84,Kvinne,Oslo,6724
A,2010,80 - 84,Kvinne,Rogaland,4778
A,2010,80 - 84,Kvinne,Sogn og Fjordane,1637
A,2010,80 - 84,Kvinne,Telemark,2770
A,2010,80 - 84,Kvinne,Troms,2069
A,2010,80 - 84,Kvinne,Trøndelag,5852
A,2010,80 - 84,Kvinne,Vest-Agder,2306
A,2010,80 - 84,Kvinne,Vestfold,3199
A,2010,80 - 84,Kvinne,Østfold,4158
A,2010,80 - 84,Mann,Hele landet,45690
A,2010,80 - 84,Mann,Helseregion Midt-Norge,6998
A,2010,80 - 84,Mann,Helseregion Nord-Norge,4642
A,2010,80 - 84,Mann,Helseregion Sør-Øst,25244
A,2010,80 - 84,Mann,Helseregion Vest,8806
A,2010,80 - 84,Mann,Akershus,4590
A,2010,80 - 84,Mann,Aust-Agder,970
A,2010,80 - 84,Mann,Buskerud,2519
A,2010,80 - 84,Mann,Finnmark,652
A,2010,80 - 84,Mann,Hedmark,2496
A,2010,80 - 84,Mann,Hordaland,4286
A,2010,80 - 84,Mann,Møre og Romsdal,2766
A,2010,80 - 84,Mann,Nordland,2576
A,2010,80 - 84,Mann,Oppland,2262
A,2010,80 - 84,Mann,Oslo,4016
A,2010,80 - 84,Mann,Rogaland,3264
A,2010,80 - 84,Mann,Sogn og Fjordane,1255
A,2010,80 - 84,Mann,Telemark,1802
A,2010,80 - 84,Mann,Troms,1414
A,2010,80 - 84,Mann,Trøndelag,4232
A,2010,80 - 84,Mann,Vest-Agder,1476
A,2010,80 - 84,Mann,Vestfold,2332
A,2010,80 - 84,Mann,Østfold,2782
A,2010,85 - 89,Kvinne,Hele landet,51304
A,2010,85 - 89,Kvinne,Helseregion Midt-Norge,7544
A,2010,85 - 89,Kvinne,Helseregion Nord-Norge,4863
A,2010,85 - 89,Kvinne,Helseregion Sør-Øst,28832
A,2010,85 - 89,Kvinne,Helseregion Vest,10064
A,2010,85 - 89,Kvinne,Akershus,4504
A,2010,85 - 89,Kvinne,Aust-Agder,1168
A,2010,85 - 89,Kvinne,Buskerud,2836
A,2010,85 - 89,Kvinne,Finnmark,599
A,2010,85 - 89,Kvinne,Hedmark,2640
A,2010,85 - 89,Kvinne,Hordaland,5002
A,2010,85 - 89,Kvinne,Møre og Romsdal,3125
A,2010,85 - 89,Kvinne,Nordland,2834
A,2010,85 - 89,Kvinne,Oppland,2444
A,2010,85 - 89,Kvinne,Oslo,5703
A,2010,85 - 89,Kvinne,Rogaland,3657
A,2010,85 - 89,Kvinne,Sogn og Fjordane,1406
A,2010,85 - 89,Kvinne,Telemark,2256
A,2010,85 - 89,Kvinne,Troms,1430
A,2010,85 - 89,Kvinne,Trøndelag,4419
A,2010,85 - 89,Kvinne,Vest-Agder,1740
A,2010,85 - 89,Kvinne,Vestfold,2575
A,2010,85 - 89,Kvinne,Østfold,2966
A,2010,85 - 89,Mann,Hele landet,26984
A,2010,85 - 89,Mann,Helseregion Midt-Norge,4032
A,2010,85 - 89,Mann,Helseregion Nord-Norge,2512
A,2010,85 - 89,Mann,Helseregion Sør-Øst,15131
A,2010,85 - 89,Mann,Helseregion Vest,5308
A,2010,85 - 89,Mann,Akershus,2638
A,2010,85 - 89,Mann,Aust-Agder,597
A,2010,85 - 89,Mann,Buskerud,1520
A,2010,85 - 89,Mann,Finnmark,304
A,2010,85 - 89,Mann,Hedmark,1467
A,2010,85 - 89,Mann,Hordaland,2608
A,2010,85 - 89,Mann,Møre og Romsdal,1636
A,2010,85 - 89,Mann,Nordland,1402
A,2010,85 - 89,Mann,Oppland,1308
A,2010,85 - 89,Mann,Oslo,2596
A,2010,85 - 89,Mann,Rogaland,1913
A,2010,85 - 89,Mann,Sogn og Fjordane,787
A,2010,85 - 89,Mann,Telemark,1180
A,2010,85 - 89,Mann,Troms,806
A,2010,85 - 89,Mann,Trøndelag,2397
A,2010,85 - 89,Mann,Vest-Agder,836
A,2010,85 - 89,Mann,Vestfold,1382
A,2010,85 - 89,Mann,Østfold,1606
A,2010,90+,Kvinne,Hele landet,31673
A,2010,90+,Kvinne,Helseregion Midt-Norge,4648
A,2010,90+,Kvinne,Helseregion Nord-Norge,2966
A,2010,90+,Kvinne,Helseregion Sør-Øst,17294
A,2010,90+,Kvinne,Helseregion Vest,6765
A,2010,90+,Kvinne,Akershus,2339
A,2010,90+,Kvinne,Aust-Agder,729
A,2010,90+,Kvinne,Buskerud,1692
A,2010,90+,Kvinne,Finnmark,322
A,2010,90+,Kvinne,Hedmark,1431
A,2010,90+,Kvinne,Hordaland,3406
A,2010,90+,Kvinne,Møre og Romsdal,2036
A,2010,90+,Kvinne,Nordland,1765
A,2010,90+,Kvinne,Oppland,1318
A,2010,90+,Kvinne,Oslo,4005
A,2010,90+,Kvinne,Rogaland,2394
A,2010,90+,Kvinne,Sogn og Fjordane,964
A,2010,90+,Kvinne,Telemark,1262
A,2010,90+,Kvinne,Troms,878
A,2010,90+,Kvinne,Trøndelag,2610
A,2010,90+,Kvinne,Vest-Agder,1102
A,2010,90+,Kvinne,Vestfold,1624
A,2010,90+,Kvinne,Østfold,1794
A,2010,90+,Mann,Hele landet,10986
A,2010,90+,Mann,Helseregion Midt-Norge,1638
A,2010,90+,Mann,Helseregion Nord-Norge,938
A,2010,90+,Mann,Helseregion Sør-Øst,6026
A,2010,90+,Mann,Helseregion Vest,2384
A,2010,90+,Mann,Akershus,915
A,2010,90+,Mann,Aust-Agder,261
A,2010,90+,Mann,Buskerud,593
A,2010,90+,Mann,Finnmark,104
A,2010,90+,Mann,Hedmark,532
A,2010,90+,Mann,Hordaland,1158
A,2010,90+,Mann,Møre og Romsdal,708
A,2010,90+,Mann,Nordland,590
A,2010,90+,Mann,Oppland,590
A,2010,90+,Mann,Oslo,1156
A,2010,90+,Mann,Rogaland,850
A,2010,90+,Mann,Sogn og Fjordane,376
A,2010,90+,Mann,Telemark,462
A,2010,90+,Mann,Troms,242
A,2010,90+,Mann,Trøndelag,931
A,2010,90+,Mann,Vest-Agder,390
A,2010,90+,Mann,Vestfold,567
A,2010,90+,Mann,Østfold,560
A,2011,0 - 4,Kvinne,Hele landet,135799
A,2011,0 - 4,Kvinne,Helseregion Midt-Norge,18236
A,2011,0 - 4,Kvinne,Helseregion Nord-Norge,11846
A,2011,0 - 4,Kvinne,Helseregion Sør-Øst,74929
A,2011,0 - 4,Kvinne,Helseregion Vest,30789
A,2011,0 - 4,Kvinne,Akershus,15730
A,2011,0 - 4,Kvinne,Aust-Agder,2991
A,2011,0 - 4,Kvinne,Buskerud,6778
A,2011,0 - 4,Kvinne,Finnmark,1889
A,2011,0 - 4,Kvinne,Hedmark,4178
A,2011,0 - 4,Kvinne,Hordaland,14002
A,2011,0 - 4,Kvinne,Møre og Romsdal,6680
A,2011,0 - 4,Kvinne,Nordland,5736
A,2011,0 - 4,Kvinne,Oppland,4186
A,2011,0 - 4,Kvinne,Oslo,19517
A,2011,0 - 4,Kvinne,Rogaland,14024
A,2011,0 - 4,Kvinne,Sogn og Fjordane,2762
A,2011,0 - 4,Kvinne,Telemark,3898
A,2011,0 - 4,Kvinne,Troms,4221
A,2011,0 - 4,Kvinne,Trøndelag,11556
A,2011,0 - 4,Kvinne,Vest-Agder,5067
A,2011,0 - 4,Kvinne,Vestfold,5723
A,2011,0 - 4,Kvinne,Østfold,6861
A,2011,0 - 4,Mann,Hele landet,143378
A,2011,0 - 4,Mann,Helseregion Midt-Norge,19176
A,2011,0 - 4,Mann,Helseregion Nord-Norge,12506
A,2011,0 - 4,Mann,Helseregion Sør-Øst,79318
A,2011,0 - 4,Mann,Helseregion Vest,32378
A,2011,0 - 4,Mann,Akershus,16384
A,2011,0 - 4,Mann,Aust-Agder,3156
A,2011,0 - 4,Mann,Buskerud,7280
A,2011,0 - 4,Mann,Finnmark,1963
A,2011,0 - 4,Mann,Hedmark,4598
A,2011,0 - 4,Mann,Hordaland,14798
A,2011,0 - 4,Mann,Møre og Romsdal,6879
A,2011,0 - 4,Mann,Nordland,6148
A,2011,0 - 4,Mann,Oppland,4428
A,2011,0 - 4,Mann,Oslo,20437
A,2011,0 - 4,Mann,Rogaland,14598
A,2011,0 - 4,Mann,Sogn og Fjordane,2983
A,2011,0 - 4,Mann,Telemark,4232
A,2011,0 - 4,Mann,Troms,4394
A,2011,0 - 4,Mann,Trøndelag,12297
A,2011,0 - 4,Mann,Vest-Agder,5262
A,2011,0 - 4,Mann,Vestfold,6242
A,2011,0 - 4,Mann,Østfold,7300
A,2011,5 - 9,Kvinne,Hele landet,146877
A,2011,5 - 9,Kvinne,Helseregion Midt-Norge,20194
A,2011,5 - 9,Kvinne,Helseregion Nord-Norge,13134
A,2011,5 - 9,Kvinne,Helseregion Sør-Øst,80860
A,2011,5 - 9,Kvinne,Helseregion Vest,32690
A,2011,5 - 9,Kvinne,Akershus,18500
A,2011,5 - 9,Kvinne,Aust-Agder,3330
A,2011,5 - 9,Kvinne,Buskerud,7771
A,2011,5 - 9,Kvinne,Finnmark,2148
A,2011,5 - 9,Kvinne,Hedmark,5102
A,2011,5 - 9,Kvinne,Hordaland,14928
A,2011,5 - 9,Kvinne,Møre og Romsdal,7648
A,2011,5 - 9,Kvinne,Nordland,6532
A,2011,5 - 9,Kvinne,Oppland,5076
A,2011,5 - 9,Kvinne,Oslo,16502
A,2011,5 - 9,Kvinne,Rogaland,14438
A,2011,5 - 9,Kvinne,Sogn og Fjordane,3324
A,2011,5 - 9,Kvinne,Telemark,4634
A,2011,5 - 9,Kvinne,Troms,4452
A,2011,5 - 9,Kvinne,Trøndelag,12545
A,2011,5 - 9,Kvinne,Vest-Agder,5452
A,2011,5 - 9,Kvinne,Vestfold,6628
A,2011,5 - 9,Kvinne,Østfold,7864
A,2011,5 - 9,Mann,Hele landet,153252
A,2011,5 - 9,Mann,Helseregion Midt-Norge,21085
A,2011,5 - 9,Mann,Helseregion Nord-Norge,13839
A,2011,5 - 9,Mann,Helseregion Sør-Øst,84486
A,2011,5 - 9,Mann,Helseregion Vest,33843
A,2011,5 - 9,Mann,Akershus,19438
A,2011,5 - 9,Mann,Aust-Agder,3400
A,2011,5 - 9,Mann,Buskerud,8160
A,2011,5 - 9,Mann,Finnmark,2184
A,2011,5 - 9,Mann,Hedmark,5334
A,2011,5 - 9,Mann,Hordaland,15514
A,2011,5 - 9,Mann,Møre og Romsdal,7922
A,2011,5 - 9,Mann,Nordland,6903
A,2011,5 - 9,Mann,Oppland,5232
A,2011,5 - 9,Mann,Oslo,16850
A,2011,5 - 9,Mann,Rogaland,14892
A,2011,5 - 9,Mann,Sogn og Fjordane,3437
A,2011,5 - 9,Mann,Telemark,4822
A,2011,5 - 9,Mann,Troms,4752
A,2011,5 - 9,Mann,Trøndelag,13164
A,2011,5 - 9,Mann,Vest-Agder,5510
A,2011,5 - 9,Mann,Vestfold,7245
A,2011,5 - 9,Mann,Østfold,8494
A,2011,10 - 14,Kvinne,Hele landet,151609
A,2011,10 - 14,Kvinne,Helseregion Midt-Norge,21338
A,2011,10 - 14,Kvinne,Helseregion Nord-Norge,14690
A,2011,10 - 14,Kvinne,Helseregion Sør-Øst,81872
A,2011,10 - 14,Kvinne,Helseregion Vest,33709
A,2011,10 - 14,Kvinne,Akershus,18483
A,2011,10 - 14,Kvinne,Aust-Agder,3552
A,2011,10 - 14,Kvinne,Buskerud,7994
A,2011,10 - 14,Kvinne,Finnmark,2392
A,2011,10 - 14,Kvinne,Hedmark,5654
A,2011,10 - 14,Kvinne,Hordaland,15478
A,2011,10 - 14,Kvinne,Møre og Romsdal,8174
A,2011,10 - 14,Kvinne,Nordland,7501
A,2011,10 - 14,Kvinne,Oppland,5652
A,2011,10 - 14,Kvinne,Oslo,13777
A,2011,10 - 14,Kvinne,Rogaland,14723
A,2011,10 - 14,Kvinne,Sogn og Fjordane,3508
A,2011,10 - 14,Kvinne,Telemark,5150
A,2011,10 - 14,Kvinne,Troms,4797
A,2011,10 - 14,Kvinne,Trøndelag,13165
A,2011,10 - 14,Kvinne,Vest-Agder,5712
A,2011,10 - 14,Kvinne,Vestfold,7372
A,2011,10 - 14,Kvinne,Østfold,8524
A,2011,10 - 14,Mann,Hele landet,159236
A,2011,10 - 14,Mann,Helseregion Midt-Norge,22593
A,2011,10 - 14,Mann,Helseregion Nord-Norge,15541
A,2011,10 - 14,Mann,Helseregion Sør-Øst,86043
A,2011,10 - 14,Mann,Helseregion Vest,35059
A,2011,10 - 14,Mann,Akershus,19402
A,2011,10 - 14,Mann,Aust-Agder,3858
A,2011,10 - 14,Mann,Buskerud,8470
A,2011,10 - 14,Mann,Finnmark,2520
A,2011,10 - 14,Mann,Hedmark,5995
A,2011,10 - 14,Mann,Hordaland,15780
A,2011,10 - 14,Mann,Møre og Romsdal,8593
A,2011,10 - 14,Mann,Nordland,7832
A,2011,10 - 14,Mann,Oppland,5886
A,2011,10 - 14,Mann,Oslo,14523
A,2011,10 - 14,Mann,Rogaland,15514
A,2011,10 - 14,Mann,Sogn og Fjordane,3764
A,2011,10 - 14,Mann,Telemark,5301
A,2011,10 - 14,Mann,Troms,5188
A,2011,10 - 14,Mann,Trøndelag,14000
A,2011,10 - 14,Mann,Vest-Agder,5956
A,2011,10 - 14,Mann,Vestfold,7599
A,2011,10 - 14,Mann,Østfold,9053
A,2011,15 - 19,Kvinne,Hele landet,156604
A,2011,15 - 19,Kvinne,Helseregion Midt-Norge,22394
A,2011,15 - 19,Kvinne,Helseregion Nord-Norge,15846
A,2011,15 - 19,Kvinne,Helseregion Sør-Øst,83998
A,2011,15 - 19,Kvinne,Helseregion Vest,34366
A,2011,15 - 19,Kvinne,Akershus,18471
A,2011,15 - 19,Kvinne,Aust-Agder,3702
A,2011,15 - 19,Kvinne,Buskerud,8048
A,2011,15 - 19,Kvinne,Finnmark,2429
A,2011,15 - 19,Kvinne,Hedmark,6069
A,2011,15 - 19,Kvinne,Hordaland,15679
A,2011,15 - 19,Kvinne,Møre og Romsdal,8406
A,2011,15 - 19,Kvinne,Nordland,8162
A,2011,15 - 19,Kvinne,Oppland,5896
A,2011,15 - 19,Kvinne,Oslo,13750
A,2011,15 - 19,Kvinne,Rogaland,14828
A,2011,15 - 19,Kvinne,Sogn og Fjordane,3859
A,2011,15 - 19,Kvinne,Telemark,5498
A,2011,15 - 19,Kvinne,Troms,5256
A,2011,15 - 19,Kvinne,Trøndelag,13988
A,2011,15 - 19,Kvinne,Vest-Agder,6074
A,2011,15 - 19,Kvinne,Vestfold,7648
A,2011,15 - 19,Kvinne,Østfold,8842
A,2011,15 - 19,Mann,Hele landet,167181
A,2011,15 - 19,Mann,Helseregion Midt-Norge,23576
A,2011,15 - 19,Mann,Helseregion Nord-Norge,17398
A,2011,15 - 19,Mann,Helseregion Sør-Øst,89403
A,2011,15 - 19,Mann,Helseregion Vest,36804
A,2011,15 - 19,Mann,Akershus,19578
A,2011,15 - 19,Mann,Aust-Agder,3954
A,2011,15 - 19,Mann,Buskerud,8509
A,2011,15 - 19,Mann,Finnmark,2794
A,2011,15 - 19,Mann,Hedmark,6459
A,2011,15 - 19,Mann,Hordaland,16834
A,2011,15 - 19,Mann,Møre og Romsdal,8992
A,2011,15 - 19,Mann,Nordland,8822
A,2011,15 - 19,Mann,Oppland,6297
A,2011,15 - 19,Mann,Oslo,14444
A,2011,15 - 19,Mann,Rogaland,15820
A,2011,15 - 19,Mann,Sogn og Fjordane,4151
A,2011,15 - 19,Mann,Telemark,5898
A,2011,15 - 19,Mann,Troms,5782
A,2011,15 - 19,Mann,Trøndelag,14584
A,2011,15 - 19,Mann,Vest-Agder,6452
A,2011,15 - 19,Mann,Vestfold,8291
A,2011,15 - 19,Mann,Østfold,9522
A,2011,20 - 24,Kvinne,Hele landet,160413
A,2011,20 - 24,Kvinne,Helseregion Midt-Norge,22975
A,2011,20 - 24,Kvinne,Helseregion Nord-Norge,15051
A,2011,20 - 24,Kvinne,Helseregion Sør-Øst,87261
A,2011,20 - 24,Kvinne,Helseregion Vest,35126
A,2011,20 - 24,Kvinne,Akershus,15757
A,2011,20 - 24,Kvinne,Aust-Agder,3500
A,2011,20 - 24,Kvinne,Buskerud,7798
A,2011,20 - 24,Kvinne,Finnmark,2370
A,2011,20 - 24,Kvinne,Hedmark,5670
A,2011,20 - 24,Kvinne,Hordaland,16949
A,2011,20 - 24,Kvinne,Møre og Romsdal,8018
A,2011,20 - 24,Kvinne,Nordland,7508
A,2011,20 - 24,Kvinne,Oppland,5596
A,2011,20 - 24,Kvinne,Oslo,22430
A,2011,20 - 24,Kvinne,Rogaland,14653
A,2011,20 - 24,Kvinne,Sogn og Fjordane,3524
A,2011,20 - 24,Kvinne,Telemark,5365
A,2011,20 - 24,Kvinne,Troms,5173
A,2011,20 - 24,Kvinne,Trøndelag,14956
A,2011,20 - 24,Kvinne,Vest-Agder,5998
A,2011,20 - 24,Kvinne,Vestfold,7110
A,2011,20 - 24,Kvinne,Østfold,8038
A,2011,20 - 24,Mann,Hele landet,166546
A,2011,20 - 24,Mann,Helseregion Midt-Norge,24618
A,2011,20 - 24,Mann,Helseregion Nord-Norge,16338
A,2011,20 - 24,Mann,Helseregion Sør-Øst,88878
A,2011,20 - 24,Mann,Helseregion Vest,36713
A,2011,20 - 24,Mann,Akershus,16986
A,2011,20 - 24,Mann,Aust-Agder,3685
A,2011,20 - 24,Mann,Buskerud,8240
A,2011,20 - 24,Mann,Finnmark,2596
A,2011,20 - 24,Mann,Hedmark,6091
A,2011,20 - 24,Mann,Hordaland,17432
A,2011,20 - 24,Mann,Møre og Romsdal,8736
A,2011,20 - 24,Mann,Nordland,8133
A,2011,20 - 24,Mann,Oppland,5996
A,2011,20 - 24,Mann,Oslo,19874
A,2011,20 - 24,Mann,Rogaland,15548
A,2011,20 - 24,Mann,Sogn og Fjordane,3733
A,2011,20 - 24,Mann,Telemark,5698
A,2011,20 - 24,Mann,Troms,5609
A,2011,20 - 24,Mann,Trøndelag,15882
A,2011,20 - 24,Mann,Vest-Agder,6162
A,2011,20 - 24,Mann,Vestfold,7519
A,2011,20 - 24,Mann,Østfold,8628
A,2011,25 - 29,Kvinne,Hele landet,155446
A,2011,25 - 29,Kvinne,Helseregion Midt-Norge,20548
A,2011,25 - 29,Kvinne,Helseregion Nord-Norge,13046
A,2011,25 - 29,Kvinne,Helseregion Sør-Øst,87744
A,2011,25 - 29,Kvinne,Helseregion Vest,34109
A,2011,25 - 29,Kvinne,Akershus,13581
A,2011,25 - 29,Kvinne,Aust-Agder,3028
A,2011,25 - 29,Kvinne,Buskerud,7336
A,2011,25 - 29,Kvinne,Finnmark,2160
A,2011,25 - 29,Kvinne,Hedmark,4649
A,2011,25 - 29,Kvinne,Hordaland,16424
A,2011,25 - 29,Kvinne,Møre og Romsdal,6978
A,2011,25 - 29,Kvinne,Nordland,6150
A,2011,25 - 29,Kvinne,Oppland,4490
A,2011,25 - 29,Kvinne,Oslo,31448
A,2011,25 - 29,Kvinne,Rogaland,14926
A,2011,25 - 29,Kvinne,Sogn og Fjordane,2759
A,2011,25 - 29,Kvinne,Telemark,4416
A,2011,25 - 29,Kvinne,Troms,4736
A,2011,25 - 29,Kvinne,Trøndelag,13570
A,2011,25 - 29,Kvinne,Vest-Agder,5173
A,2011,25 - 29,Kvinne,Vestfold,6322
A,2011,25 - 29,Kvinne,Østfold,7299
A,2011,25 - 29,Mann,Hele landet,161370
A,2011,25 - 29,Mann,Helseregion Midt-Norge,22570
A,2011,25 - 29,Mann,Helseregion Nord-Norge,14049
A,2011,25 - 29,Mann,Helseregion Sør-Øst,88676
A,2011,25 - 29,Mann,Helseregion Vest,36076
A,2011,25 - 29,Mann,Akershus,13936
A,2011,25 - 29,Mann,Aust-Agder,3293
A,2011,25 - 29,Mann,Buskerud,7572
A,2011,25 - 29,Mann,Finnmark,2324
A,2011,25 - 29,Mann,Hedmark,5064
A,2011,25 - 29,Mann,Hordaland,17472
A,2011,25 - 29,Mann,Møre og Romsdal,7822
A,2011,25 - 29,Mann,Nordland,6758
A,2011,25 - 29,Mann,Oppland,5015
A,2011,25 - 29,Mann,Oslo,29373
A,2011,25 - 29,Mann,Rogaland,15600
A,2011,25 - 29,Mann,Sogn og Fjordane,3003
A,2011,25 - 29,Mann,Telemark,4694
A,2011,25 - 29,Mann,Troms,4966
A,2011,25 - 29,Mann,Trøndelag,14747
A,2011,25 - 29,Mann,Vest-Agder,5662
A,2011,25 - 29,Mann,Vestfold,6572
A,2011,25 - 29,Mann,Østfold,7495
A,2011,30 - 34,Kvinne,Hele landet,157755
A,2011,30 - 34,Kvinne,Helseregion Midt-Norge,19660
A,2011,30 - 34,Kvinne,Helseregion Nord-Norge,12451
A,2011,30 - 34,Kvinne,Helseregion Sør-Øst,91783
A,2011,30 - 34,Kvinne,Helseregion Vest,33861
A,2011,30 - 34,Kvinne,Akershus,16001
A,2011,30 - 34,Kvinne,Aust-Agder,3189
A,2011,30 - 34,Kvinne,Buskerud,7860
A,2011,30 - 34,Kvinne,Finnmark,1879
A,2011,30 - 34,Kvinne,Hedmark,4666
A,2011,30 - 34,Kvinne,Hordaland,15940
A,2011,30 - 34,Kvinne,Møre og Romsdal,6914
A,2011,30 - 34,Kvinne,Nordland,5983
A,2011,30 - 34,Kvinne,Oppland,4616
A,2011,30 - 34,Kvinne,Oslo,31229
A,2011,30 - 34,Kvinne,Rogaland,15192
A,2011,30 - 34,Kvinne,Sogn og Fjordane,2730
A,2011,30 - 34,Kvinne,Telemark,4399
A,2011,30 - 34,Kvinne,Troms,4589
A,2011,30 - 34,Kvinne,Trøndelag,12745
A,2011,30 - 34,Kvinne,Vest-Agder,5358
A,2011,30 - 34,Kvinne,Vestfold,6582
A,2011,30 - 34,Kvinne,Østfold,7884
A,2011,30 - 34,Mann,Hele landet,164638
A,2011,30 - 34,Mann,Helseregion Midt-Norge,21420
A,2011,30 - 34,Mann,Helseregion Nord-Norge,13306
A,2011,30 - 34,Mann,Helseregion Sør-Øst,93260
A,2011,30 - 34,Mann,Helseregion Vest,36652
A,2011,30 - 34,Mann,Akershus,15344
A,2011,30 - 34,Mann,Aust-Agder,3247
A,2011,30 - 34,Mann,Buskerud,8084
A,2011,30 - 34,Mann,Finnmark,2109
A,2011,30 - 34,Mann,Hedmark,4788
A,2011,30 - 34,Mann,Hordaland,17318
A,2011,30 - 34,Mann,Møre og Romsdal,7526
A,2011,30 - 34,Mann,Nordland,6372
A,2011,30 - 34,Mann,Oppland,4823
A,2011,30 - 34,Mann,Oslo,32206
A,2011,30 - 34,Mann,Rogaland,16489
A,2011,30 - 34,Mann,Sogn og Fjordane,2846
A,2011,30 - 34,Mann,Telemark,4574
A,2011,30 - 34,Mann,Troms,4824
A,2011,30 - 34,Mann,Trøndelag,13893
A,2011,30 - 34,Mann,Vest-Agder,5578
A,2011,30 - 34,Mann,Vestfold,6642
A,2011,30 - 34,Mann,Østfold,7972
A,2011,35 - 39,Kvinne,Hele landet,170080
A,2011,35 - 39,Kvinne,Helseregion Midt-Norge,21479
A,2011,35 - 39,Kvinne,Helseregion Nord-Norge,14794
A,2011,35 - 39,Kvinne,Helseregion Sør-Øst,99129
A,2011,35 - 39,Kvinne,Helseregion Vest,34678
A,2011,35 - 39,Kvinne,Akershus,20623
A,2011,35 - 39,Kvinne,Aust-Agder,3712
A,2011,35 - 39,Kvinne,Buskerud,9276
A,2011,35 - 39,Kvinne,Finnmark,2403
A,2011,35 - 39,Kvinne,Hedmark,5940
A,2011,35 - 39,Kvinne,Hordaland,16514
A,2011,35 - 39,Kvinne,Møre og Romsdal,7608
A,2011,35 - 39,Kvinne,Nordland,7186
A,2011,35 - 39,Kvinne,Oppland,5866
A,2011,35 - 39,Kvinne,Oslo,25176
A,2011,35 - 39,Kvinne,Rogaland,15137
A,2011,35 - 39,Kvinne,Sogn og Fjordane,3027
A,2011,35 - 39,Kvinne,Telemark,5450
A,2011,35 - 39,Kvinne,Troms,5206
A,2011,35 - 39,Kvinne,Trøndelag,13871
A,2011,35 - 39,Kvinne,Vest-Agder,5873
A,2011,35 - 39,Kvinne,Vestfold,7934
A,2011,35 - 39,Kvinne,Østfold,9278
A,2011,35 - 39,Mann,Hele landet,178964
A,2011,35 - 39,Mann,Helseregion Midt-Norge,23155
A,2011,35 - 39,Mann,Helseregion Nord-Norge,14936
A,2011,35 - 39,Mann,Helseregion Sør-Øst,102805
A,2011,35 - 39,Mann,Helseregion Vest,38069
A,2011,35 - 39,Mann,Akershus,20356
A,2011,35 - 39,Mann,Aust-Agder,3925
A,2011,35 - 39,Mann,Buskerud,9548
A,2011,35 - 39,Mann,Finnmark,2493
A,2011,35 - 39,Mann,Hedmark,5935
A,2011,35 - 39,Mann,Hordaland,17972
A,2011,35 - 39,Mann,Møre og Romsdal,8459
A,2011,35 - 39,Mann,Nordland,6929
