Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumBefolkning
R03A,2010,5 - 9,Mann,Aust-Agder,3354
R03A,2010,5 - 9,Mann,Buskerud,8037
R03A,2010,5 - 9,Mann,Finnmark,2208
R03A,2010,5 - 9,Mann,Hedmark,5288
R03A,2010,5 - 9,Mann,Hordaland,15360
R03A,2010,5 - 9,Mann,Møre og Romsdal,8038
R03A,2010,5 - 9,Mann,Nordland,7026
R03A,2010,5 - 9,Mann,Oppland,5180
R03A,2010,5 - 9,Mann,Oslo,16322
R03A,2010,5 - 9,Mann,Rogaland,14585
R03A,2010,5 - 9,Mann,Sogn og Fjordane,3448
R03A,2010,5 - 9,Mann,Telemark,4850
R03A,2010,5 - 9,Mann,Troms,4710
R03A,2010,5 - 9,Mann,Trøndelag,13077
R03A,2010,5 - 9,Mann,Vest-Agder,5463
R03A,2010,5 - 9,Mann,Vestfold,7144
R03A,2010,5 - 9,Mann,Østfold,8410
R03A,2010,10 - 14,Kvinne,Hele landet,153000
R03A,2010,10 - 14,Kvinne,Helseregion Midt-Norge,21665
R03A,2010,10 - 14,Kvinne,Helseregion Nord-Norge,15101
R03A,2010,10 - 14,Kvinne,Helseregion Sør-Øst,82252
R03A,2010,10 - 14,Kvinne,Helseregion Vest,33982
R03A,2010,10 - 14,Kvinne,Akershus,18498
R03A,2010,10 - 14,Kvinne,Aust-Agder,3625
R03A,2010,10 - 14,Kvinne,Buskerud,7956
R03A,2010,10 - 14,Kvinne,Finnmark,2418
R03A,2010,10 - 14,Kvinne,Hedmark,5678
R03A,2010,10 - 14,Kvinne,Hordaland,15573
R03A,2010,10 - 14,Kvinne,Møre og Romsdal,8248
R03A,2010,10 - 14,Kvinne,Nordland,7732
R03A,2010,10 - 14,Kvinne,Oppland,5630
R03A,2010,10 - 14,Kvinne,Oslo,13678
R03A,2010,10 - 14,Kvinne,Rogaland,14824
R03A,2010,10 - 14,Kvinne,Sogn og Fjordane,3586
R03A,2010,10 - 14,Kvinne,Telemark,5240
R03A,2010,10 - 14,Kvinne,Troms,4952
R03A,2010,10 - 14,Kvinne,Trøndelag,13417
R03A,2010,10 - 14,Kvinne,Vest-Agder,5856
R03A,2010,10 - 14,Kvinne,Vestfold,7426
R03A,2010,10 - 14,Kvinne,Østfold,8664
R03A,2010,10 - 14,Mann,Hele landet,161160
R03A,2010,10 - 14,Mann,Helseregion Midt-Norge,22921
R03A,2010,10 - 14,Mann,Helseregion Nord-Norge,15936
R03A,2010,10 - 14,Mann,Helseregion Sør-Øst,86702
R03A,2010,10 - 14,Mann,Helseregion Vest,35600
R03A,2010,10 - 14,Mann,Akershus,19434
R03A,2010,10 - 14,Mann,Aust-Agder,3886
R03A,2010,10 - 14,Mann,Buskerud,8474
R03A,2010,10 - 14,Mann,Finnmark,2601
R03A,2010,10 - 14,Mann,Hedmark,6194
R03A,2010,10 - 14,Mann,Hordaland,16151
R03A,2010,10 - 14,Mann,Møre og Romsdal,8694
R03A,2010,10 - 14,Mann,Nordland,8048
R03A,2010,10 - 14,Mann,Oppland,6038
R03A,2010,10 - 14,Mann,Oslo,14441
R03A,2010,10 - 14,Mann,Rogaland,15581
R03A,2010,10 - 14,Mann,Sogn og Fjordane,3868
R03A,2010,10 - 14,Mann,Telemark,5358
R03A,2010,10 - 14,Mann,Troms,5286
R03A,2010,10 - 14,Mann,Trøndelag,14226
R03A,2010,10 - 14,Mann,Vest-Agder,6057
R03A,2010,10 - 14,Mann,Vestfold,7752
R03A,2010,10 - 14,Mann,Østfold,9067
R03A,2010,15 - 19,Kvinne,Hele landet,155919
R03A,2010,15 - 19,Kvinne,Helseregion Midt-Norge,22267
R03A,2010,15 - 19,Kvinne,Helseregion Nord-Norge,15782
R03A,2010,15 - 19,Kvinne,Helseregion Sør-Øst,83647
R03A,2010,15 - 19,Kvinne,Helseregion Vest,34223
R03A,2010,15 - 19,Kvinne,Akershus,18245
R03A,2010,15 - 19,Kvinne,Aust-Agder,3730
R03A,2010,15 - 19,Kvinne,Buskerud,8179
R03A,2010,15 - 19,Kvinne,Finnmark,2480
R03A,2010,15 - 19,Kvinne,Hedmark,6139
R03A,2010,15 - 19,Kvinne,Hordaland,15632
R03A,2010,15 - 19,Kvinne,Møre og Romsdal,8385
R03A,2010,15 - 19,Kvinne,Nordland,8094
R03A,2010,15 - 19,Kvinne,Oppland,5923
R03A,2010,15 - 19,Kvinne,Oslo,13638
R03A,2010,15 - 19,Kvinne,Rogaland,14720
R03A,2010,15 - 19,Kvinne,Sogn og Fjordane,3872
R03A,2010,15 - 19,Kvinne,Telemark,5524
R03A,2010,15 - 19,Kvinne,Troms,5208
R03A,2010,15 - 19,Kvinne,Trøndelag,13882
R03A,2010,15 - 19,Kvinne,Vest-Agder,5994
R03A,2010,15 - 19,Kvinne,Vestfold,7644
R03A,2010,15 - 19,Kvinne,Østfold,8630
R03A,2010,15 - 19,Mann,Hele landet,166183
R03A,2010,15 - 19,Mann,Helseregion Midt-Norge,23466
R03A,2010,15 - 19,Mann,Helseregion Nord-Norge,17528
R03A,2010,15 - 19,Mann,Helseregion Sør-Øst,88656
R03A,2010,15 - 19,Mann,Helseregion Vest,36532
R03A,2010,15 - 19,Mann,Akershus,19438
R03A,2010,15 - 19,Mann,Aust-Agder,3902
R03A,2010,15 - 19,Mann,Buskerud,8432
R03A,2010,15 - 19,Mann,Finnmark,2732
R03A,2010,15 - 19,Mann,Hedmark,6445
R03A,2010,15 - 19,Mann,Hordaland,16626
R03A,2010,15 - 19,Mann,Møre og Romsdal,8956
R03A,2010,15 - 19,Mann,Nordland,8906
R03A,2010,15 - 19,Mann,Oppland,6291
R03A,2010,15 - 19,Mann,Oslo,14274
R03A,2010,15 - 19,Mann,Rogaland,15788
R03A,2010,15 - 19,Mann,Sogn og Fjordane,4119
R03A,2010,15 - 19,Mann,Telemark,5886
R03A,2010,15 - 19,Mann,Troms,5891
R03A,2010,15 - 19,Mann,Trøndelag,14509
R03A,2010,15 - 19,Mann,Vest-Agder,6354
R03A,2010,15 - 19,Mann,Vestfold,8236
R03A,2010,15 - 19,Mann,Østfold,9399
R03A,2010,20 - 24,Kvinne,Hele landet,154730
R03A,2010,20 - 24,Kvinne,Helseregion Midt-Norge,22226
R03A,2010,20 - 24,Kvinne,Helseregion Nord-Norge,14618
R03A,2010,20 - 24,Kvinne,Helseregion Sør-Øst,83919
R03A,2010,20 - 24,Kvinne,Helseregion Vest,33966
R03A,2010,20 - 24,Kvinne,Akershus,15138
R03A,2010,20 - 24,Kvinne,Aust-Agder,3341
R03A,2010,20 - 24,Kvinne,Buskerud,7510
R03A,2010,20 - 24,Kvinne,Finnmark,2273
R03A,2010,20 - 24,Kvinne,Hedmark,5440
R03A,2010,20 - 24,Kvinne,Hordaland,16362
R03A,2010,20 - 24,Kvinne,Møre og Romsdal,7820
R03A,2010,20 - 24,Kvinne,Nordland,7328
R03A,2010,20 - 24,Kvinne,Oppland,5435
R03A,2010,20 - 24,Kvinne,Oslo,21240
R03A,2010,20 - 24,Kvinne,Rogaland,14206
R03A,2010,20 - 24,Kvinne,Sogn og Fjordane,3398
R03A,2010,20 - 24,Kvinne,Telemark,5190
R03A,2010,20 - 24,Kvinne,Troms,5017
R03A,2010,20 - 24,Kvinne,Trøndelag,14407
R03A,2010,20 - 24,Kvinne,Vest-Agder,5764
R03A,2010,20 - 24,Kvinne,Vestfold,7066
R03A,2010,20 - 24,Kvinne,Østfold,7796
R03A,2010,20 - 24,Mann,Hele landet,160570
R03A,2010,20 - 24,Mann,Helseregion Midt-Norge,23673
R03A,2010,20 - 24,Mann,Helseregion Nord-Norge,15742
R03A,2010,20 - 24,Mann,Helseregion Sør-Øst,85524
R03A,2010,20 - 24,Mann,Helseregion Vest,35631
R03A,2010,20 - 24,Mann,Akershus,16294
R03A,2010,20 - 24,Mann,Aust-Agder,3592
R03A,2010,20 - 24,Mann,Buskerud,7996
R03A,2010,20 - 24,Mann,Finnmark,2493
R03A,2010,20 - 24,Mann,Hedmark,5932
R03A,2010,20 - 24,Mann,Hordaland,16818
R03A,2010,20 - 24,Mann,Møre og Romsdal,8502
R03A,2010,20 - 24,Mann,Nordland,7926
R03A,2010,20 - 24,Mann,Oppland,5753
R03A,2010,20 - 24,Mann,Oslo,18762
R03A,2010,20 - 24,Mann,Rogaland,15092
R03A,2010,20 - 24,Mann,Sogn og Fjordane,3722
R03A,2010,20 - 24,Mann,Telemark,5542
R03A,2010,20 - 24,Mann,Troms,5324
R03A,2010,20 - 24,Mann,Trøndelag,15171
R03A,2010,20 - 24,Mann,Vest-Agder,6016
R03A,2010,20 - 24,Mann,Vestfold,7342
R03A,2010,20 - 24,Mann,Østfold,8295
R03A,2010,25 - 29,Kvinne,Hele landet,151901
R03A,2010,25 - 29,Kvinne,Helseregion Midt-Norge,19976
R03A,2010,25 - 29,Kvinne,Helseregion Nord-Norge,12692
R03A,2010,25 - 29,Kvinne,Helseregion Sør-Øst,85926
R03A,2010,25 - 29,Kvinne,Helseregion Vest,33307
R03A,2010,25 - 29,Kvinne,Akershus,13276
R03A,2010,25 - 29,Kvinne,Aust-Agder,2984
R03A,2010,25 - 29,Kvinne,Buskerud,7142
R03A,2010,25 - 29,Kvinne,Finnmark,2100
R03A,2010,25 - 29,Kvinne,Hedmark,4512
R03A,2010,25 - 29,Kvinne,Hordaland,16016
R03A,2010,25 - 29,Kvinne,Møre og Romsdal,6838
R03A,2010,25 - 29,Kvinne,Nordland,6004
R03A,2010,25 - 29,Kvinne,Oppland,4422
R03A,2010,25 - 29,Kvinne,Oslo,30684
R03A,2010,25 - 29,Kvinne,Rogaland,14559
R03A,2010,25 - 29,Kvinne,Sogn og Fjordane,2732
R03A,2010,25 - 29,Kvinne,Telemark,4357
R03A,2010,25 - 29,Kvinne,Troms,4588
R03A,2010,25 - 29,Kvinne,Trøndelag,13138
R03A,2010,25 - 29,Kvinne,Vest-Agder,5090
R03A,2010,25 - 29,Kvinne,Vestfold,6186
R03A,2010,25 - 29,Kvinne,Østfold,7274
R03A,2010,25 - 29,Mann,Hele landet,156359
R03A,2010,25 - 29,Mann,Helseregion Midt-Norge,21788
R03A,2010,25 - 29,Mann,Helseregion Nord-Norge,13654
R03A,2010,25 - 29,Mann,Helseregion Sør-Øst,85828
R03A,2010,25 - 29,Mann,Helseregion Vest,35088
R03A,2010,25 - 29,Mann,Akershus,13267
R03A,2010,25 - 29,Mann,Aust-Agder,3197
R03A,2010,25 - 29,Mann,Buskerud,7274
R03A,2010,25 - 29,Mann,Finnmark,2206
R03A,2010,25 - 29,Mann,Hedmark,4881
R03A,2010,25 - 29,Mann,Hordaland,17046
R03A,2010,25 - 29,Mann,Møre og Romsdal,7518
R03A,2010,25 - 29,Mann,Nordland,6536
R03A,2010,25 - 29,Mann,Oppland,4932
R03A,2010,25 - 29,Mann,Oslo,28302
R03A,2010,25 - 29,Mann,Rogaland,15129
R03A,2010,25 - 29,Mann,Sogn og Fjordane,2913
R03A,2010,25 - 29,Mann,Telemark,4635
R03A,2010,25 - 29,Mann,Troms,4912
R03A,2010,25 - 29,Mann,Trøndelag,14272
R03A,2010,25 - 29,Mann,Vest-Agder,5638
R03A,2010,25 - 29,Mann,Vestfold,6404
R03A,2010,25 - 29,Mann,Østfold,7299
R03A,2010,30 - 34,Kvinne,Hele landet,155642
R03A,2010,30 - 34,Kvinne,Helseregion Midt-Norge,19314
R03A,2010,30 - 34,Kvinne,Helseregion Nord-Norge,12395
R03A,2010,30 - 34,Kvinne,Helseregion Sør-Øst,90852
R03A,2010,30 - 34,Kvinne,Helseregion Vest,33081
R03A,2010,30 - 34,Kvinne,Akershus,15828
R03A,2010,30 - 34,Kvinne,Aust-Agder,3162
R03A,2010,30 - 34,Kvinne,Buskerud,7796
R03A,2010,30 - 34,Kvinne,Finnmark,1890
R03A,2010,30 - 34,Kvinne,Hedmark,4728
R03A,2010,30 - 34,Kvinne,Hordaland,15728
R03A,2010,30 - 34,Kvinne,Møre og Romsdal,6733
R03A,2010,30 - 34,Kvinne,Nordland,5928
R03A,2010,30 - 34,Kvinne,Oppland,4626
R03A,2010,30 - 34,Kvinne,Oslo,30572
R03A,2010,30 - 34,Kvinne,Rogaland,14721
R03A,2010,30 - 34,Kvinne,Sogn og Fjordane,2632
R03A,2010,30 - 34,Kvinne,Telemark,4500
R03A,2010,30 - 34,Kvinne,Troms,4577
R03A,2010,30 - 34,Kvinne,Trøndelag,12581
R03A,2010,30 - 34,Kvinne,Vest-Agder,5308
R03A,2010,30 - 34,Kvinne,Vestfold,6564
R03A,2010,30 - 34,Kvinne,Østfold,7769
R03A,2010,30 - 34,Mann,Hele landet,162002
R03A,2010,30 - 34,Mann,Helseregion Midt-Norge,20998
R03A,2010,30 - 34,Mann,Helseregion Nord-Norge,13124
R03A,2010,30 - 34,Mann,Helseregion Sør-Øst,92032
R03A,2010,30 - 34,Mann,Helseregion Vest,35848
R03A,2010,30 - 34,Mann,Akershus,15129
R03A,2010,30 - 34,Mann,Aust-Agder,3276
R03A,2010,30 - 34,Mann,Buskerud,7917
R03A,2010,30 - 34,Mann,Finnmark,2142
R03A,2010,30 - 34,Mann,Hedmark,4844
R03A,2010,30 - 34,Mann,Hordaland,16874
R03A,2010,30 - 34,Mann,Møre og Romsdal,7326
R03A,2010,30 - 34,Mann,Nordland,6232
R03A,2010,30 - 34,Mann,Oppland,4757
R03A,2010,30 - 34,Mann,Oslo,31623
R03A,2010,30 - 34,Mann,Rogaland,16169
R03A,2010,30 - 34,Mann,Sogn og Fjordane,2805
R03A,2010,30 - 34,Mann,Telemark,4538
R03A,2010,30 - 34,Mann,Troms,4751
R03A,2010,30 - 34,Mann,Trøndelag,13672
R03A,2010,30 - 34,Mann,Vest-Agder,5474
R03A,2010,30 - 34,Mann,Vestfold,6559
R03A,2010,30 - 34,Mann,Østfold,7914
R03A,2010,35 - 39,Kvinne,Hele landet,173205
R03A,2010,35 - 39,Kvinne,Helseregion Midt-Norge,22076
R03A,2010,35 - 39,Kvinne,Helseregion Nord-Norge,15460
R03A,2010,35 - 39,Kvinne,Helseregion Sør-Øst,100564
R03A,2010,35 - 39,Kvinne,Helseregion Vest,35104
R03A,2010,35 - 39,Kvinne,Akershus,21032
R03A,2010,35 - 39,Kvinne,Aust-Agder,3698
R03A,2010,35 - 39,Kvinne,Buskerud,9425
R03A,2010,35 - 39,Kvinne,Finnmark,2553
R03A,2010,35 - 39,Kvinne,Hedmark,6152
R03A,2010,35 - 39,Kvinne,Hordaland,16635
R03A,2010,35 - 39,Kvinne,Møre og Romsdal,7817
R03A,2010,35 - 39,Kvinne,Nordland,7456
R03A,2010,35 - 39,Kvinne,Oppland,6094
R03A,2010,35 - 39,Kvinne,Oslo,25132
R03A,2010,35 - 39,Kvinne,Rogaland,15264
R03A,2010,35 - 39,Kvinne,Sogn og Fjordane,3206
R03A,2010,35 - 39,Kvinne,Telemark,5554
R03A,2010,35 - 39,Kvinne,Troms,5452
R03A,2010,35 - 39,Kvinne,Trøndelag,14259
R03A,2010,35 - 39,Kvinne,Vest-Agder,5955
R03A,2010,35 - 39,Kvinne,Vestfold,8032
R03A,2010,35 - 39,Kvinne,Østfold,9492
R03A,2010,35 - 39,Mann,Hele landet,181173
R03A,2010,35 - 39,Mann,Helseregion Midt-Norge,23726
R03A,2010,35 - 39,Mann,Helseregion Nord-Norge,15587
R03A,2010,35 - 39,Mann,Helseregion Sør-Øst,103760
R03A,2010,35 - 39,Mann,Helseregion Vest,38100
R03A,2010,35 - 39,Mann,Akershus,20458
R03A,2010,35 - 39,Mann,Aust-Agder,3906
R03A,2010,35 - 39,Mann,Buskerud,9750
R03A,2010,35 - 39,Mann,Finnmark,2600
R03A,2010,35 - 39,Mann,Hedmark,6076
R03A,2010,35 - 39,Mann,Hordaland,18003
R03A,2010,35 - 39,Mann,Møre og Romsdal,8608
R03A,2010,35 - 39,Mann,Nordland,7231
R03A,2010,35 - 39,Mann,Oppland,6150
R03A,2010,35 - 39,Mann,Oslo,27982
R03A,2010,35 - 39,Mann,Rogaland,16720
R03A,2010,35 - 39,Mann,Sogn og Fjordane,3377
R03A,2010,35 - 39,Mann,Telemark,5766
R03A,2010,35 - 39,Mann,Troms,5756
R03A,2010,35 - 39,Mann,Trøndelag,15119
R03A,2010,35 - 39,Mann,Vest-Agder,6021
R03A,2010,35 - 39,Mann,Vestfold,7922
R03A,2010,35 - 39,Mann,Østfold,9728
R03A,2010,40 - 44,Kvinne,Hele landet,179290
R03A,2010,40 - 44,Kvinne,Helseregion Midt-Norge,23972
R03A,2010,40 - 44,Kvinne,Helseregion Nord-Norge,16922
R03A,2010,40 - 44,Kvinne,Helseregion Sør-Øst,102072
R03A,2010,40 - 44,Kvinne,Helseregion Vest,36326
R03A,2010,40 - 44,Kvinne,Akershus,22790
R03A,2010,40 - 44,Kvinne,Aust-Agder,3854
R03A,2010,40 - 44,Kvinne,Buskerud,9738
R03A,2010,40 - 44,Kvinne,Finnmark,2742
R03A,2010,40 - 44,Kvinne,Hedmark,6798
R03A,2010,40 - 44,Kvinne,Hordaland,17071
R03A,2010,40 - 44,Kvinne,Møre og Romsdal,8716
R03A,2010,40 - 44,Kvinne,Nordland,8456
R03A,2010,40 - 44,Kvinne,Oppland,6726
R03A,2010,40 - 44,Kvinne,Oslo,20920
R03A,2010,40 - 44,Kvinne,Rogaland,15695
R03A,2010,40 - 44,Kvinne,Sogn og Fjordane,3560
R03A,2010,40 - 44,Kvinne,Telemark,6210
R03A,2010,40 - 44,Kvinne,Troms,5724
R03A,2010,40 - 44,Kvinne,Trøndelag,15256
R03A,2010,40 - 44,Kvinne,Vest-Agder,5984
R03A,2010,40 - 44,Kvinne,Vestfold,8657
R03A,2010,40 - 44,Kvinne,Østfold,10396
R03A,2010,40 - 44,Mann,Hele landet,189182
R03A,2010,40 - 44,Mann,Helseregion Midt-Norge,25174
R03A,2010,40 - 44,Mann,Helseregion Nord-Norge,18045
R03A,2010,40 - 44,Mann,Helseregion Sør-Øst,107258
R03A,2010,40 - 44,Mann,Helseregion Vest,38706
R03A,2010,40 - 44,Mann,Akershus,22848
R03A,2010,40 - 44,Mann,Aust-Agder,4052
R03A,2010,40 - 44,Mann,Buskerud,10280
R03A,2010,40 - 44,Mann,Finnmark,3020
R03A,2010,40 - 44,Mann,Hedmark,7088
R03A,2010,40 - 44,Mann,Hordaland,18055
R03A,2010,40 - 44,Mann,Møre og Romsdal,9372
R03A,2010,40 - 44,Mann,Nordland,8894
R03A,2010,40 - 44,Mann,Oppland,7154
R03A,2010,40 - 44,Mann,Oslo,23630
R03A,2010,40 - 44,Mann,Rogaland,16855
R03A,2010,40 - 44,Mann,Sogn og Fjordane,3796
R03A,2010,40 - 44,Mann,Telemark,6326
R03A,2010,40 - 44,Mann,Troms,6132
R03A,2010,40 - 44,Mann,Trøndelag,15802
R03A,2010,40 - 44,Mann,Vest-Agder,6402
R03A,2010,40 - 44,Mann,Vestfold,8839
R03A,2010,40 - 44,Mann,Østfold,10638
R03A,2010,45 - 49,Kvinne,Hele landet,166039
R03A,2010,45 - 49,Kvinne,Helseregion Midt-Norge,21969
R03A,2010,45 - 49,Kvinne,Helseregion Nord-Norge,16111
R03A,2010,45 - 49,Kvinne,Helseregion Sør-Øst,94909
R03A,2010,45 - 49,Kvinne,Helseregion Vest,33050
R03A,2010,45 - 49,Kvinne,Akershus,21095
R03A,2010,45 - 49,Kvinne,Aust-Agder,3687
R03A,2010,45 - 49,Kvinne,Buskerud,9021
R03A,2010,45 - 49,Kvinne,Finnmark,2522
R03A,2010,45 - 49,Kvinne,Hedmark,6660
R03A,2010,45 - 49,Kvinne,Hordaland,15395
R03A,2010,45 - 49,Kvinne,Møre og Romsdal,7902
R03A,2010,45 - 49,Kvinne,Nordland,8194
R03A,2010,45 - 49,Kvinne,Oppland,6469
R03A,2010,45 - 49,Kvinne,Oslo,18564
R03A,2010,45 - 49,Kvinne,Rogaland,14206
R03A,2010,45 - 49,Kvinne,Sogn og Fjordane,3450
R03A,2010,45 - 49,Kvinne,Telemark,5782
R03A,2010,45 - 49,Kvinne,Troms,5396
R03A,2010,45 - 49,Kvinne,Trøndelag,14067
R03A,2010,45 - 49,Kvinne,Vest-Agder,5730
R03A,2010,45 - 49,Kvinne,Vestfold,8346
R03A,2010,45 - 49,Kvinne,Østfold,9554
R03A,2010,45 - 49,Mann,Hele landet,175972
R03A,2010,45 - 49,Mann,Helseregion Midt-Norge,23732
R03A,2010,45 - 49,Mann,Helseregion Nord-Norge,16794
R03A,2010,45 - 49,Mann,Helseregion Sør-Øst,99355
R03A,2010,45 - 49,Mann,Helseregion Vest,36090
R03A,2010,45 - 49,Mann,Akershus,21535
R03A,2010,45 - 49,Mann,Aust-Agder,3743
R03A,2010,45 - 49,Mann,Buskerud,9582
R03A,2010,45 - 49,Mann,Finnmark,2718
R03A,2010,45 - 49,Mann,Hedmark,6838
R03A,2010,45 - 49,Mann,Hordaland,16712
R03A,2010,45 - 49,Mann,Møre og Romsdal,8806
R03A,2010,45 - 49,Mann,Nordland,8512
R03A,2010,45 - 49,Mann,Oppland,6604
R03A,2010,45 - 49,Mann,Oslo,20312
R03A,2010,45 - 49,Mann,Rogaland,15466
R03A,2010,45 - 49,Mann,Sogn og Fjordane,3912
R03A,2010,45 - 49,Mann,Telemark,5986
R03A,2010,45 - 49,Mann,Troms,5564
R03A,2010,45 - 49,Mann,Trøndelag,14926
R03A,2010,45 - 49,Mann,Vest-Agder,6150
R03A,2010,45 - 49,Mann,Vestfold,8480
R03A,2010,45 - 49,Mann,Østfold,10126
R03A,2010,50 - 54,Kvinne,Hele landet,157101
R03A,2010,50 - 54,Kvinne,Helseregion Midt-Norge,21644
R03A,2010,50 - 54,Kvinne,Helseregion Nord-Norge,15191
R03A,2010,50 - 54,Kvinne,Helseregion Sør-Øst,89076
R03A,2010,50 - 54,Kvinne,Helseregion Vest,31190
R03A,2010,50 - 54,Kvinne,Akershus,18082
R03A,2010,50 - 54,Kvinne,Aust-Agder,3710
R03A,2010,50 - 54,Kvinne,Buskerud,8683
R03A,2010,50 - 54,Kvinne,Finnmark,2296
R03A,2010,50 - 54,Kvinne,Hedmark,6656
R03A,2010,50 - 54,Kvinne,Hordaland,14522
R03A,2010,50 - 54,Kvinne,Møre og Romsdal,8439
R03A,2010,50 - 54,Kvinne,Nordland,7847
R03A,2010,50 - 54,Kvinne,Oppland,6370
R03A,2010,50 - 54,Kvinne,Oslo,17080
R03A,2010,50 - 54,Kvinne,Rogaland,13119
R03A,2010,50 - 54,Kvinne,Sogn og Fjordane,3549
R03A,2010,50 - 54,Kvinne,Telemark,5821
R03A,2010,50 - 54,Kvinne,Troms,5048
R03A,2010,50 - 54,Kvinne,Trøndelag,13205
R03A,2010,50 - 54,Kvinne,Vest-Agder,5332
R03A,2010,50 - 54,Kvinne,Vestfold,8118
R03A,2010,50 - 54,Kvinne,Østfold,9225
R03A,2010,50 - 54,Mann,Hele landet,163794
R03A,2010,50 - 54,Mann,Helseregion Midt-Norge,22824
R03A,2010,50 - 54,Mann,Helseregion Nord-Norge,15968
R03A,2010,50 - 54,Mann,Helseregion Sør-Øst,91602
R03A,2010,50 - 54,Mann,Helseregion Vest,33400
R03A,2010,50 - 54,Mann,Akershus,19212
R03A,2010,50 - 54,Mann,Aust-Agder,3670
R03A,2010,50 - 54,Mann,Buskerud,8820
R03A,2010,50 - 54,Mann,Finnmark,2428
R03A,2010,50 - 54,Mann,Hedmark,6672
R03A,2010,50 - 54,Mann,Hordaland,15567
R03A,2010,50 - 54,Mann,Møre og Romsdal,8856
R03A,2010,50 - 54,Mann,Nordland,8282
R03A,2010,50 - 54,Mann,Oppland,6574
R03A,2010,50 - 54,Mann,Oslo,17768
R03A,2010,50 - 54,Mann,Rogaland,14074
R03A,2010,50 - 54,Mann,Sogn og Fjordane,3758
R03A,2010,50 - 54,Mann,Telemark,5866
R03A,2010,50 - 54,Mann,Troms,5257
R03A,2010,50 - 54,Mann,Trøndelag,13968
R03A,2010,50 - 54,Mann,Vest-Agder,5534
R03A,2010,50 - 54,Mann,Vestfold,8100
R03A,2010,50 - 54,Mann,Østfold,9385
R03A,2010,55 - 59,Kvinne,Hele landet,147636
R03A,2010,55 - 59,Kvinne,Helseregion Midt-Norge,21138
R03A,2010,55 - 59,Kvinne,Helseregion Nord-Norge,14864
R03A,2010,55 - 59,Kvinne,Helseregion Sør-Øst,82574
R03A,2010,55 - 59,Kvinne,Helseregion Vest,29059
R03A,2010,55 - 59,Kvinne,Akershus,15704
R03A,2010,55 - 59,Kvinne,Aust-Agder,3583
R03A,2010,55 - 59,Kvinne,Buskerud,8184
R03A,2010,55 - 59,Kvinne,Finnmark,2226
R03A,2010,55 - 59,Kvinne,Hedmark,6624
R03A,2010,55 - 59,Kvinne,Hordaland,13712
R03A,2010,55 - 59,Kvinne,Møre og Romsdal,8074
R03A,2010,55 - 59,Kvinne,Nordland,7688
R03A,2010,55 - 59,Kvinne,Oppland,6115
R03A,2010,55 - 59,Kvinne,Oslo,15295
R03A,2010,55 - 59,Kvinne,Rogaland,11988
R03A,2010,55 - 59,Kvinne,Sogn og Fjordane,3358
R03A,2010,55 - 59,Kvinne,Telemark,5650
R03A,2010,55 - 59,Kvinne,Troms,4952
R03A,2010,55 - 59,Kvinne,Trøndelag,13064
R03A,2010,55 - 59,Kvinne,Vest-Agder,4996
R03A,2010,55 - 59,Kvinne,Vestfold,7711
R03A,2010,55 - 59,Kvinne,Østfold,8712
R03A,2010,55 - 59,Mann,Hele landet,151712
R03A,2010,55 - 59,Mann,Helseregion Midt-Norge,21934
R03A,2010,55 - 59,Mann,Helseregion Nord-Norge,15920
R03A,2010,55 - 59,Mann,Helseregion Sør-Øst,83020
R03A,2010,55 - 59,Mann,Helseregion Vest,30838
R03A,2010,55 - 59,Mann,Akershus,15968
R03A,2010,55 - 59,Mann,Aust-Agder,3629
R03A,2010,55 - 59,Mann,Buskerud,8338
R03A,2010,55 - 59,Mann,Finnmark,2494
R03A,2010,55 - 59,Mann,Hedmark,6534
R03A,2010,55 - 59,Mann,Hordaland,14364
R03A,2010,55 - 59,Mann,Møre og Romsdal,8720
R03A,2010,55 - 59,Mann,Nordland,8246
R03A,2010,55 - 59,Mann,Oppland,6290
R03A,2010,55 - 59,Mann,Oslo,15156
R03A,2010,55 - 59,Mann,Rogaland,12786
R03A,2010,55 - 59,Mann,Sogn og Fjordane,3687
R03A,2010,55 - 59,Mann,Telemark,5737
R03A,2010,55 - 59,Mann,Troms,5181
R03A,2010,55 - 59,Mann,Trøndelag,13214
R03A,2010,55 - 59,Mann,Vest-Agder,5124
R03A,2010,55 - 59,Mann,Vestfold,7570
R03A,2010,55 - 59,Mann,Østfold,8674
R03A,2010,60 - 64,Kvinne,Hele landet,145163
R03A,2010,60 - 64,Kvinne,Helseregion Midt-Norge,20304
R03A,2010,60 - 64,Kvinne,Helseregion Nord-Norge,14664
R03A,2010,60 - 64,Kvinne,Helseregion Sør-Øst,82793
R03A,2010,60 - 64,Kvinne,Helseregion Vest,27402
R03A,2010,60 - 64,Kvinne,Akershus,15769
R03A,2010,60 - 64,Kvinne,Aust-Agder,3474
R03A,2010,60 - 64,Kvinne,Buskerud,8436
R03A,2010,60 - 64,Kvinne,Finnmark,2293
R03A,2010,60 - 64,Kvinne,Hedmark,6798
R03A,2010,60 - 64,Kvinne,Hordaland,13502
R03A,2010,60 - 64,Kvinne,Møre og Romsdal,7754
R03A,2010,60 - 64,Kvinne,Nordland,7490
R03A,2010,60 - 64,Kvinne,Oppland,6411
R03A,2010,60 - 64,Kvinne,Oslo,14740
R03A,2010,60 - 64,Kvinne,Rogaland,10750
